Gender,Age_Group,Marital_Status,Income_Level,Time_of_Day,Day,Location,Cuisine_Type
Male,18-24,Single,Low,Lunch,Saturday,MG Road,South Indian
Female,45-54,Divorced,Low,Late Night,Saturday,Gunadala,South Indian
Female,55-64,Married,Middle,Lunch,Saturday,Auto Nagar,Biryani
Other,45-54,Single,Upper-Middle,Snack,Tuesday,MG Road,Chinese
Other,25-34,Widowed,Upper-Middle,Late Night,Sunday,Bhavanipuram,Fast Food
Female,18-24,Widowed,High,Dinner,Tuesday,Poranki,Bakery
Other,35-44,Divorced,Upper-Middle,Snack,Sunday,Bhavanipuram,Street Food
Female,45-54,Single,Upper-Middle,Lunch,Friday,One Town,Street Food
Male,45-54,Divorced,High,Late Night,Wednesday,Gunadala,Fast Food
Male,55-64,Divorced,Low,Dinner,Thursday,Benz Circle,Biryani
Female,35-44,Single,High,Lunch,Sunday,Ramachandra Nagar,North Indian
Female,25-34,Widowed,High,Lunch,Thursday,Gunadala,South Indian
Female,55-64,Divorced,High,Dinner,Saturday,MG Road,Biryani
Female,45-54,Single,Middle,Breakfast,Wednesday,Ramachandra Nagar,South Indian
Female,45-54,Widowed,Low,Dinner,Monday,Poranki,Biryani
Other,25-34,Single,Upper-Middle,Lunch,Wednesday,Gunadala,South Indian
Male,45-54,Single,Low,Snack,Tuesday,MG Road,Chinese
Other,55-64,Married,Middle,Lunch,Monday,Poranki,Bakery
Female,45-54,Married,Middle,Snack,Saturday,Bhavanipuram,Biryani
Male,35-44,Widowed,Low,Lunch,Monday,One Town,Biryani
Female,55-64,Divorced,Upper-Middle,Lunch,Tuesday,Patamata,Biryani
Female,45-54,Divorced,Middle,Dinner,Wednesday,MG Road,Chinese
Other,55-64,Widowed,Low,Dinner,Wednesday,Poranki,Bakery
Male,35-44,Married,Middle,Dinner,Wednesday,One Town,Street Food
Male,25-34,Divorced,Middle,Late Night,Monday,Poranki,Bakery
Other,18-24,Married,High,Breakfast,Thursday,Bhavanipuram,Biryani
Male,18-24,Single,Middle,Lunch,Saturday,Poranki,Bakery
Male,25-34,Single,Low,Lunch,Sunday,Benz Circle,Fast Food
Female,25-34,Married,Middle,Breakfast,Friday,Auto Nagar,South Indian
Other,45-54,Married,Low,Snack,Wednesday,Governorpet,Street Food
Other,55-64,Divorced,Upper-Middle,Late Night,Monday,MG Road,North Indian
Male,55-64,Widowed,Upper-Middle,Breakfast,Friday,Ramachandra Nagar,Continental
Male,18-24,Married,Upper-Middle,Breakfast,Sunday,Auto Nagar,Biryani
Female,25-34,Single,Upper-Middle,Dinner,Thursday,One Town,Street Food
Male,55-64,Widowed,Upper-Middle,Dinner,Friday,MG Road,Biryani
Other,18-24,Divorced,Middle,Dinner,Saturday,Patamata,Continental
Other,45-54,Divorced,Upper-Middle,Snack,Saturday,Auto Nagar,Biryani
Male,25-34,Married,Upper-Middle,Breakfast,Friday,Patamata,Continental
Female,35-44,Single,Upper-Middle,Snack,Monday,Ramachandra Nagar,North Indian
Other,55-64,Widowed,Middle,Snack,Wednesday,Poranki,Bakery
Male,18-24,Single,Upper-Middle,Snack,Sunday,Ramachandra Nagar,South Indian
Female,45-54,Widowed,Upper-Middle,Breakfast,Monday,Bhavanipuram,Biryani
Other,45-54,Single,Upper-Middle,Late Night,Friday,Governorpet,South Indian
Other,45-54,Divorced,High,Lunch,Saturday,Ramachandra Nagar,North Indian
Other,35-44,Widowed,Low,Lunch,Monday,Bhavanipuram,Biryani
Other,18-24,Divorced,High,Late Night,Thursday,Auto Nagar,Fast Food
Female,45-54,Widowed,Low,Lunch,Sunday,MG Road,Chinese
Male,35-44,Married,Upper-Middle,Late Night,Monday,Poranki,Fast Food
Female,18-24,Widowed,Upper-Middle,Dinner,Friday,Poranki,Bakery
Male,18-24,Married,Upper-Middle,Lunch,Tuesday,One Town,Biryani
Female,35-44,Widowed,Middle,Breakfast,Sunday,Auto Nagar,Biryani
Female,35-44,Married,Upper-Middle,Lunch,Tuesday,Governorpet,South Indian
Female,25-34,Divorced,Low,Lunch,Saturday,Benz Circle,Fast Food
Male,55-64,Married,Low,Snack,Saturday,Governorpet,Street Food
Other,35-44,Widowed,Middle,Breakfast,Wednesday,Governorpet,South Indian
Male,35-44,Widowed,Upper-Middle,Breakfast,Saturday,Ramachandra Nagar,North Indian
Other,45-54,Single,Middle,Breakfast,Saturday,Benz Circle,Fast Food
Female,25-34,Married,High,Lunch,Wednesday,Patamata,Continental
Female,45-54,Married,Middle,Breakfast,Wednesday,Bhavanipuram,Biryani
Female,35-44,Married,High,Dinner,Wednesday,Benz Circle,Fast Food
Other,45-54,Single,High,Lunch,Wednesday,Ramachandra Nagar,North Indian
Female,35-44,Single,High,Late Night,Wednesday,Ramachandra Nagar,Fast Food
Female,35-44,Married,Upper-Middle,Snack,Tuesday,Poranki,Bakery
Other,25-34,Widowed,Middle,Late Night,Sunday,Ramachandra Nagar,North Indian
Female,35-44,Divorced,Low,Breakfast,Friday,MG Road,South Indian
Male,25-34,Widowed,Low,Dinner,Thursday,Benz Circle,Biryani
Other,25-34,Married,Low,Late Night,Tuesday,Governorpet,South Indian
Female,55-64,Single,Low,Late Night,Sunday,Auto Nagar,Biryani
Male,55-64,Married,Low,Dinner,Wednesday,Benz Circle,Biryani
Male,25-34,Widowed,Upper-Middle,Dinner,Monday,Patamata,Continental
Male,55-64,Single,Low,Breakfast,Sunday,Bhavanipuram,Biryani
Other,45-54,Married,Low,Breakfast,Sunday,Poranki,South Indian
Other,45-54,Married,Upper-Middle,Late Night,Saturday,Ramachandra Nagar,Fast Food
Male,25-34,Single,Low,Lunch,Monday,Auto Nagar,Biryani
Other,25-34,Divorced,Upper-Middle,Snack,Thursday,Governorpet,South Indian
Other,55-64,Widowed,Middle,Breakfast,Monday,One Town,Street Food
Female,45-54,Single,High,Breakfast,Friday,Governorpet,South Indian
Male,18-24,Married,Middle,Late Night,Thursday,Gunadala,South Indian
Male,35-44,Single,High,Late Night,Saturday,Gunadala,Fast Food
Female,55-64,Single,Low,Lunch,Wednesday,One Town,Street Food
Other,45-54,Widowed,High,Dinner,Thursday,Governorpet,Street Food
Other,25-34,Divorced,Middle,Dinner,Wednesday,Bhavanipuram,Biryani
Other,45-54,Widowed,Upper-Middle,Late Night,Sunday,Ramachandra Nagar,Fast Food
Other,55-64,Widowed,High,Late Night,Sunday,Patamata,Continental
Other,55-64,Divorced,Upper-Middle,Dinner,Wednesday,Governorpet,Biryani
Female,25-34,Single,High,Snack,Thursday,Auto Nagar,Biryani
Female,45-54,Single,Upper-Middle,Snack,Tuesday,One Town,Street Food
Female,25-34,Divorced,High,Lunch,Saturday,Governorpet,South Indian
Other,45-54,Widowed,Low,Late Night,Sunday,Bhavanipuram,Biryani
Female,35-44,Divorced,High,Snack,Thursday,Poranki,Street Food
Male,25-34,Widowed,Upper-Middle,Late Night,Sunday,Gunadala,South Indian
Male,55-64,Married,Upper-Middle,Lunch,Friday,Benz Circle,Fast Food
Female,45-54,Widowed,Middle,Lunch,Friday,Benz Circle,Fast Food
Other,35-44,Divorced,Upper-Middle,Late Night,Sunday,Governorpet,South Indian
Male,55-64,Married,High,Breakfast,Sunday,MG Road,Chinese
Other,25-34,Single,Low,Late Night,Thursday,Ramachandra Nagar,Fast Food
Female,25-34,Divorced,Upper-Middle,Snack,Saturday,MG Road,North Indian
Other,18-24,Married,Upper-Middle,Late Night,Wednesday,MG Road,Chinese
Female,45-54,Single,Upper-Middle,Snack,Wednesday,One Town,Street Food
Male,35-44,Married,Low,Lunch,Saturday,One Town,Street Food
Other,55-64,Widowed,High,Breakfast,Saturday,One Town,Bakery
Male,45-54,Single,Low,Dinner,Friday,Governorpet,South Indian
Male,18-24,Single,Upper-Middle,Late Night,Sunday,Governorpet,South Indian
Female,35-44,Widowed,Low,Snack,Friday,Bhavanipuram,Biryani
Female,45-54,Single,Middle,Dinner,Saturday,Bhavanipuram,Biryani
Other,55-64,Single,Upper-Middle,Lunch,Friday,Patamata,Biryani
Other,35-44,Single,Middle,Breakfast,Wednesday,Governorpet,South Indian
Female,35-44,Single,Low,Dinner,Saturday,Benz Circle,Fast Food
Other,18-24,Single,Low,Breakfast,Tuesday,Poranki,Bakery
Other,45-54,Widowed,Upper-Middle,Lunch,Monday,Benz Circle,Fast Food
Male,55-64,Single,High,Lunch,Saturday,Patamata,Continental
Female,35-44,Single,Upper-Middle,Dinner,Friday,Gunadala,Bakery
Other,18-24,Single,High,Dinner,Saturday,Patamata,Biryani
Male,18-24,Married,Low,Dinner,Friday,Poranki,Bakery
Male,18-24,Married,High,Late Night,Sunday,Benz Circle,Fast Food
Other,25-34,Single,High,Breakfast,Friday,Auto Nagar,South Indian
Male,18-24,Divorced,Upper-Middle,Dinner,Monday,Ramachandra Nagar,North Indian
Female,45-54,Divorced,Middle,Late Night,Sunday,One Town,Street Food
Female,18-24,Widowed,Low,Dinner,Saturday,One Town,Biryani
Other,18-24,Divorced,High,Late Night,Wednesday,MG Road,Street Food
Female,18-24,Single,Middle,Breakfast,Thursday,Gunadala,South Indian
Female,25-34,Widowed,Low,Breakfast,Monday,Auto Nagar,Biryani
Other,45-54,Divorced,Middle,Lunch,Thursday,Gunadala,South Indian
Male,18-24,Widowed,High,Lunch,Sunday,Patamata,Continental
Male,18-24,Widowed,Upper-Middle,Breakfast,Monday,MG Road,South Indian
Other,35-44,Widowed,Low,Breakfast,Friday,Patamata,South Indian
Male,18-24,Single,High,Snack,Sunday,Governorpet,South Indian
Male,45-54,Married,Upper-Middle,Breakfast,Monday,Bhavanipuram,South Indian
Female,18-24,Widowed,Middle,Snack,Monday,Governorpet,Street Food
Female,45-54,Single,Low,Lunch,Saturday,Gunadala,North Indian
Female,35-44,Divorced,High,Breakfast,Sunday,Ramachandra Nagar,North Indian
Female,55-64,Married,Middle,Dinner,Wednesday,Bhavanipuram,Biryani
Other,35-44,Widowed,High,Lunch,Friday,Gunadala,South Indian
Other,55-64,Widowed,Low,Late Night,Thursday,Benz Circle,Fast Food
Female,45-54,Divorced,High,Lunch,Thursday,One Town,Street Food
Female,18-24,Married,High,Late Night,Saturday,Patamata,Biryani
Male,55-64,Widowed,Low,Lunch,Tuesday,Ramachandra Nagar,North Indian
Male,25-34,Widowed,High,Dinner,Saturday,MG Road,Chinese
Male,45-54,Widowed,Upper-Middle,Breakfast,Saturday,MG Road,Chinese
Female,45-54,Married,Low,Late Night,Wednesday,Poranki,North Indian
Male,55-64,Single,Upper-Middle,Snack,Wednesday,Gunadala,Street Food
Other,18-24,Widowed,Low,Snack,Sunday,Bhavanipuram,Biryani
Other,35-44,Single,Middle,Breakfast,Monday,Bhavanipuram,South Indian
Female,18-24,Divorced,High,Late Night,Sunday,Gunadala,South Indian
Male,18-24,Single,High,Late Night,Wednesday,Auto Nagar,Biryani
Other,45-54,Divorced,Low,Dinner,Sunday,Auto Nagar,Biryani
Female,55-64,Single,Middle,Dinner,Tuesday,Benz Circle,Biryani
Female,25-34,Widowed,High,Breakfast,Sunday,Bhavanipuram,Biryani
Male,45-54,Divorced,Upper-Middle,Breakfast,Thursday,Patamata,Continental
Male,35-44,Divorced,Middle,Breakfast,Sunday,Patamata,Bakery
Male,18-24,Married,Low,Lunch,Saturday,Governorpet,South Indian
Other,25-34,Married,Upper-Middle,Breakfast,Thursday,Auto Nagar,Biryani
Male,25-34,Divorced,High,Snack,Monday,Poranki,Bakery
Male,55-64,Divorced,Upper-Middle,Lunch,Sunday,Benz Circle,Fast Food
Female,25-34,Widowed,Upper-Middle,Snack,Saturday,Governorpet,Street Food
Male,45-54,Divorced,Middle,Lunch,Wednesday,One Town,Street Food
Female,45-54,Married,Middle,Lunch,Wednesday,One Town,Biryani
Male,35-44,Widowed,Upper-Middle,Lunch,Sunday,Bhavanipuram,Biryani
Female,55-64,Divorced,Middle,Breakfast,Saturday,Bhavanipuram,Biryani
Female,35-44,Single,Low,Late Night,Thursday,Benz Circle,Fast Food
Other,45-54,Married,Middle,Dinner,Wednesday,Governorpet,South Indian
Female,18-24,Divorced,Upper-Middle,Late Night,Saturday,Auto Nagar,Biryani
Male,55-64,Widowed,Low,Snack,Saturday,Bhavanipuram,Biryani
Female,45-54,Divorced,Upper-Middle,Dinner,Saturday,Patamata,Continental
Male,25-34,Divorced,High,Snack,Tuesday,One Town,Street Food
Other,25-34,Single,Low,Late Night,Friday,Governorpet,South Indian
Female,18-24,Divorced,High,Breakfast,Sunday,Patamata,South Indian
Other,55-64,Married,Upper-Middle,Late Night,Tuesday,MG Road,Chinese
Other,45-54,Single,High,Breakfast,Wednesday,Patamata,Continental
Male,55-64,Single,Low,Late Night,Tuesday,MG Road,Chinese
Male,25-34,Single,Middle,Lunch,Tuesday,Ramachandra Nagar,North Indian
Female,18-24,Widowed,Upper-Middle,Snack,Wednesday,Governorpet,South Indian
Other,35-44,Married,High,Lunch,Sunday,Poranki,Bakery
Male,45-54,Married,Low,Dinner,Saturday,Bhavanipuram,Biryani
Female,25-34,Single,High,Late Night,Sunday,Governorpet,Fast Food
Male,18-24,Married,Middle,Late Night,Saturday,Governorpet,Fast Food
Female,45-54,Single,Upper-Middle,Snack,Tuesday,Gunadala,South Indian
Other,25-34,Divorced,High,Late Night,Saturday,Ramachandra Nagar,North Indian
Male,35-44,Divorced,High,Late Night,Thursday,Auto Nagar,Continental
Female,45-54,Widowed,High,Late Night,Thursday,MG Road,Continental
Male,45-54,Married,High,Late Night,Saturday,Gunadala,South Indian
Male,18-24,Divorced,Low,Lunch,Friday,Auto Nagar,Biryani
Other,45-54,Widowed,Middle,Snack,Wednesday,Poranki,Bakery
Female,55-64,Divorced,High,Dinner,Saturday,Benz Circle,Biryani
Other,45-54,Married,Middle,Breakfast,Monday,Auto Nagar,Biryani
Other,45-54,Widowed,High,Late Night,Thursday,Auto Nagar,Biryani
Female,35-44,Married,Low,Late Night,Tuesday,MG Road,Chinese
Male,45-54,Married,Upper-Middle,Lunch,Wednesday,Poranki,Chinese
Other,18-24,Single,High,Snack,Wednesday,Benz Circle,Fast Food
Male,45-54,Widowed,Middle,Dinner,Thursday,Poranki,Biryani
Other,55-64,Widowed,Low,Breakfast,Saturday,Patamata,South Indian
Male,45-54,Widowed,Middle,Snack,Thursday,MG Road,Street Food
Other,25-34,Widowed,Middle,Breakfast,Tuesday,Patamata,Street Food
Male,18-24,Divorced,Upper-Middle,Breakfast,Saturday,Poranki,South Indian
Male,55-64,Divorced,Low,Snack,Friday,Bhavanipuram,Biryani
Other,55-64,Widowed,Middle,Snack,Tuesday,MG Road,Street Food
Other,18-24,Married,Low,Late Night,Sunday,Gunadala,South Indian
Other,25-34,Single,Low,Dinner,Tuesday,Bhavanipuram,Biryani
Other,45-54,Single,Low,Breakfast,Tuesday,Bhavanipuram,Biryani
Female,35-44,Widowed,Middle,Dinner,Thursday,Poranki,Bakery
Female,25-34,Single,Low,Snack,Sunday,MG Road,Chinese
Other,45-54,Widowed,Low,Breakfast,Sunday,Ramachandra Nagar,South Indian
Other,45-54,Single,Upper-Middle,Snack,Saturday,Governorpet,Street Food
Male,55-64,Married,Upper-Middle,Snack,Friday,Ramachandra Nagar,North Indian
Female,25-34,Divorced,Middle,Late Night,Thursday,MG Road,Fast Food
Other,35-44,Divorced,Middle,Late Night,Thursday,Governorpet,Fast Food
Other,25-34,Single,High,Snack,Saturday,One Town,Street Food
Other,45-54,Married,High,Snack,Tuesday,MG Road,Street Food
Female,45-54,Widowed,Low,Lunch,Wednesday,Bhavanipuram,Biryani
Other,25-34,Single,Middle,Breakfast,Saturday,Governorpet,South Indian
Male,18-24,Single,Low,Lunch,Tuesday,Poranki,Bakery
Other,25-34,Divorced,Low,Snack,Saturday,Benz Circle,Fast Food
Male,25-34,Married,Upper-Middle,Breakfast,Saturday,Benz Circle,South Indian
Male,18-24,Divorced,Middle,Late Night,Sunday,One Town,Street Food
Male,45-54,Widowed,High,Late Night,Monday,Gunadala,South Indian
Female,45-54,Married,Upper-Middle,Dinner,Thursday,MG Road,Chinese
Other,55-64,Divorced,Low,Breakfast,Monday,Auto Nagar,South Indian
Other,18-24,Divorced,High,Late Night,Tuesday,MG Road,Chinese
Female,55-64,Married,Upper-Middle,Late Night,Sunday,Bhavanipuram,Biryani
Other,45-54,Divorced,Low,Late Night,Thursday,MG Road,Fast Food
Male,25-34,Married,High,Late Night,Monday,Auto Nagar,Biryani
Female,55-64,Divorced,High,Snack,Saturday,Bhavanipuram,Street Food
Female,35-44,Widowed,High,Dinner,Thursday,Gunadala,Biryani
Male,45-54,Widowed,Middle,Lunch,Sunday,Ramachandra Nagar,Continental
Female,45-54,Married,Upper-Middle,Dinner,Tuesday,Governorpet,South Indian
Other,35-44,Widowed,Upper-Middle,Snack,Tuesday,Auto Nagar,Biryani
Other,45-54,Single,High,Breakfast,Saturday,Bhavanipuram,Biryani
Female,55-64,Widowed,Low,Dinner,Tuesday,MG Road,Biryani
Male,45-54,Widowed,Middle,Dinner,Monday,Governorpet,Biryani
Female,18-24,Married,High,Snack,Thursday,Bhavanipuram,Biryani
Female,55-64,Single,Low,Snack,Wednesday,MG Road,Chinese
Male,45-54,Married,High,Late Night,Sunday,Gunadala,South Indian
Male,55-64,Married,Upper-Middle,Snack,Friday,Gunadala,Street Food
Other,18-24,Divorced,Low,Snack,Tuesday,Poranki,Bakery
Other,35-44,Single,Low,Breakfast,Wednesday,Benz Circle,Fast Food
Female,55-64,Married,Low,Dinner,Tuesday,Patamata,Continental
Female,18-24,Married,High,Dinner,Sunday,Benz Circle,Fast Food
Female,45-54,Married,High,Snack,Saturday,Patamata,Continental
Female,55-64,Widowed,High,Dinner,Tuesday,Poranki,Bakery
Male,35-44,Married,Middle,Breakfast,Wednesday,Benz Circle,Fast Food
Male,45-54,Divorced,High,Breakfast,Thursday,Patamata,Continental
Male,45-54,Single,Low,Lunch,Saturday,Bhavanipuram,Biryani
Female,18-24,Divorced,Low,Dinner,Friday,Gunadala,South Indian
Male,55-64,Single,High,Lunch,Friday,One Town,Biryani
Male,18-24,Divorced,Middle,Breakfast,Friday,Poranki,Bakery
Other,18-24,Single,High,Snack,Sunday,Ramachandra Nagar,North Indian
Male,18-24,Divorced,Middle,Dinner,Friday,MG Road,Chinese
Female,45-54,Single,Low,Snack,Wednesday,MG Road,Biryani
Male,25-34,Widowed,Upper-Middle,Dinner,Friday,MG Road,Chinese
Female,55-64,Widowed,High,Dinner,Thursday,Auto Nagar,Biryani
Male,25-34,Married,Upper-Middle,Late Night,Saturday,Auto Nagar,North Indian
Female,35-44,Widowed,Low,Dinner,Sunday,Governorpet,Biryani
Female,35-44,Divorced,Middle,Breakfast,Monday,Ramachandra Nagar,North Indian
Male,45-54,Married,Low,Dinner,Saturday,Gunadala,Biryani
Male,55-64,Single,Middle,Snack,Thursday,MG Road,Chinese
Other,18-24,Single,Low,Dinner,Friday,Poranki,Street Food
Female,55-64,Widowed,Upper-Middle,Dinner,Thursday,Bhavanipuram,Chinese
Other,45-54,Married,Upper-Middle,Lunch,Monday,Poranki,Bakery
Other,55-64,Divorced,Upper-Middle,Lunch,Friday,Gunadala,South Indian
Male,35-44,Single,High,Breakfast,Friday,MG Road,South Indian
Other,55-64,Married,Low,Snack,Saturday,Gunadala,Street Food
Female,25-34,Married,Upper-Middle,Late Night,Friday,Gunadala,Fast Food
Male,55-64,Married,Upper-Middle,Snack,Friday,Auto Nagar,Biryani
Female,45-54,Married,Middle,Breakfast,Thursday,Gunadala,South Indian
Female,45-54,Married,High,Dinner,Monday,Patamata,Continental
Other,35-44,Divorced,Upper-Middle,Breakfast,Monday,Ramachandra Nagar,North Indian
Other,35-44,Single,Middle,Dinner,Monday,Auto Nagar,Biryani
Male,55-64,Single,High,Late Night,Sunday,Ramachandra Nagar,Fast Food
Other,45-54,Divorced,Middle,Snack,Monday,Governorpet,South Indian
Other,45-54,Widowed,High,Breakfast,Wednesday,Patamata,Continental
Male,25-34,Married,High,Snack,Thursday,Benz Circle,Fast Food
Female,35-44,Married,Middle,Snack,Monday,Gunadala,Street Food
Female,18-24,Single,Middle,Dinner,Friday,Governorpet,South Indian
Female,25-34,Divorced,Low,Breakfast,Friday,Governorpet,North Indian
Male,55-64,Widowed,Low,Breakfast,Saturday,Auto Nagar,South Indian
Other,55-64,Widowed,Low,Breakfast,Sunday,Gunadala,South Indian
Other,45-54,Married,Middle,Snack,Thursday,Patamata,Continental
Male,55-64,Single,Middle,Dinner,Tuesday,Ramachandra Nagar,North Indian
Female,18-24,Divorced,Upper-Middle,Lunch,Friday,Auto Nagar,Biryani
Male,18-24,Widowed,Low,Breakfast,Sunday,MG Road,Chinese
Male,35-44,Single,Upper-Middle,Snack,Saturday,Ramachandra Nagar,Street Food
Male,45-54,Single,Upper-Middle,Snack,Monday,Auto Nagar,Street Food
Female,45-54,Single,Upper-Middle,Lunch,Thursday,Benz Circle,Fast Food
Female,18-24,Divorced,Middle,Lunch,Saturday,Auto Nagar,Biryani
Male,25-34,Single,Upper-Middle,Lunch,Friday,Gunadala,South Indian
Female,25-34,Married,Middle,Late Night,Wednesday,Bhavanipuram,Biryani
Male,25-34,Single,High,Snack,Tuesday,Ramachandra Nagar,North Indian
Male,55-64,Divorced,Upper-Middle,Snack,Saturday,Patamata,Street Food
Female,35-44,Divorced,High,Breakfast,Wednesday,Auto Nagar,Biryani
Female,25-34,Widowed,Middle,Late Night,Thursday,Patamata,Fast Food
Male,35-44,Widowed,High,Late Night,Saturday,Patamata,Continental
Female,45-54,Married,Upper-Middle,Lunch,Saturday,Ramachandra Nagar,Biryani
Female,55-64,Single,Middle,Breakfast,Sunday,Ramachandra Nagar,South Indian
Male,25-34,Married,Low,Late Night,Friday,One Town,Street Food
Male,45-54,Divorced,Middle,Lunch,Friday,Governorpet,Biryani
Male,25-34,Widowed,Middle,Breakfast,Sunday,Benz Circle,Fast Food
Male,25-34,Widowed,Middle,Snack,Tuesday,Bhavanipuram,Biryani
Female,55-64,Married,Low,Snack,Friday,Auto Nagar,Street Food
Female,55-64,Single,High,Snack,Thursday,Gunadala,South Indian
Female,45-54,Married,Low,Dinner,Wednesday,Ramachandra Nagar,North Indian
Other,25-34,Widowed,High,Lunch,Sunday,Bhavanipuram,South Indian
Male,45-54,Married,Middle,Snack,Friday,Gunadala,South Indian
Male,25-34,Divorced,Low,Lunch,Friday,Benz Circle,Fast Food
Other,45-54,Widowed,Low,Late Night,Monday,Benz Circle,Fast Food
Male,35-44,Single,Low,Late Night,Saturday,Bhavanipuram,Biryani
Other,35-44,Single,High,Dinner,Saturday,Poranki,North Indian
Other,25-34,Married,Upper-Middle,Dinner,Thursday,Poranki,Bakery
Male,55-64,Divorced,High,Lunch,Thursday,Governorpet,South Indian
Male,55-64,Single,Upper-Middle,Snack,Sunday,Poranki,North Indian
Female,45-54,Widowed,High,Lunch,Saturday,Benz Circle,Biryani
Female,18-24,Widowed,Middle,Lunch,Thursday,Auto Nagar,Biryani
Male,35-44,Widowed,High,Dinner,Tuesday,Benz Circle,Continental
Other,55-64,Single,Low,Late Night,Wednesday,Gunadala,South Indian
Other,35-44,Married,Upper-Middle,Late Night,Wednesday,Benz Circle,Fast Food
Female,55-64,Single,Upper-Middle,Lunch,Sunday,Governorpet,South Indian
Other,55-64,Widowed,High,Breakfast,Monday,Bhavanipuram,Biryani
Male,45-54,Divorced,Upper-Middle,Snack,Monday,MG Road,South Indian
Male,18-24,Married,Middle,Dinner,Thursday,Poranki,Biryani
Female,45-54,Single,High,Snack,Tuesday,Auto Nagar,Biryani
Male,55-64,Married,Upper-Middle,Snack,Saturday,Gunadala,Continental
Female,55-64,Widowed,High,Snack,Wednesday,Ramachandra Nagar,North Indian
Other,35-44,Single,Low,Lunch,Sunday,Governorpet,South Indian
Male,45-54,Widowed,Upper-Middle,Dinner,Thursday,Bhavanipuram,Biryani
Female,55-64,Divorced,Low,Lunch,Thursday,Patamata,Continental
Female,55-64,Widowed,Upper-Middle,Snack,Wednesday,Auto Nagar,Biryani
Female,55-64,Divorced,Middle,Lunch,Friday,Gunadala,South Indian
Other,25-34,Widowed,Upper-Middle,Lunch,Thursday,MG Road,Chinese
Male,55-64,Married,Low,Dinner,Friday,Gunadala,South Indian
Female,35-44,Divorced,Middle,Breakfast,Sunday,Bhavanipuram,Biryani
Male,45-54,Widowed,Upper-Middle,Snack,Wednesday,One Town,Street Food
Female,45-54,Divorced,High,Lunch,Sunday,One Town,Street Food
Other,35-44,Divorced,High,Lunch,Friday,Auto Nagar,Biryani
Male,18-24,Single,High,Breakfast,Saturday,Poranki,Biryani
Female,25-34,Divorced,Middle,Breakfast,Wednesday,Patamata,Continental
Other,25-34,Divorced,High,Breakfast,Monday,MG Road,Chinese
Male,25-34,Married,Low,Lunch,Friday,Patamata,Biryani
Other,25-34,Single,High,Breakfast,Saturday,Ramachandra Nagar,South Indian
Male,45-54,Divorced,High,Snack,Tuesday,Auto Nagar,Biryani
Other,45-54,Married,Upper-Middle,Breakfast,Sunday,Ramachandra Nagar,Biryani
Female,18-24,Divorced,High,Dinner,Saturday,One Town,Street Food
Female,55-64,Married,Low,Late Night,Monday,Ramachandra Nagar,North Indian
Male,45-54,Divorced,Upper-Middle,Snack,Wednesday,Poranki,Bakery
Other,25-34,Married,Middle,Late Night,Sunday,One Town,Street Food
Female,25-34,Divorced,Middle,Dinner,Monday,One Town,Street Food
Female,55-64,Single,Upper-Middle,Breakfast,Friday,Poranki,Bakery
Male,25-34,Divorced,Middle,Lunch,Saturday,MG Road,Biryani
Male,18-24,Single,Upper-Middle,Lunch,Sunday,Gunadala,Biryani
Male,25-34,Married,Middle,Late Night,Saturday,Bhavanipuram,Biryani
Female,35-44,Widowed,High,Breakfast,Wednesday,Governorpet,South Indian
Male,18-24,Widowed,Upper-Middle,Dinner,Wednesday,Patamata,Continental
Male,45-54,Divorced,High,Breakfast,Friday,Auto Nagar,Chinese
Female,35-44,Single,Middle,Breakfast,Friday,Gunadala,North Indian
Female,45-54,Divorced,Middle,Late Night,Friday,Benz Circle,Biryani
Male,18-24,Widowed,Middle,Lunch,Thursday,Bhavanipuram,Biryani
Other,18-24,Married,Middle,Dinner,Wednesday,Governorpet,South Indian
Other,18-24,Widowed,Low,Dinner,Saturday,Ramachandra Nagar,North Indian
Other,45-54,Married,Middle,Snack,Tuesday,Auto Nagar,Street Food
Other,18-24,Single,Middle,Late Night,Saturday,Auto Nagar,Biryani
Female,35-44,Divorced,High,Snack,Thursday,Gunadala,South Indian
Other,18-24,Divorced,High,Snack,Thursday,Ramachandra Nagar,North Indian
Other,18-24,Divorced,Low,Late Night,Thursday,Patamata,Continental
Male,45-54,Divorced,Middle,Late Night,Wednesday,Auto Nagar,Biryani
Male,18-24,Married,Low,Lunch,Friday,Benz Circle,Fast Food
Other,45-54,Divorced,High,Dinner,Sunday,One Town,Biryani
Female,18-24,Divorced,Low,Breakfast,Sunday,Gunadala,North Indian
Male,18-24,Widowed,Low,Dinner,Friday,MG Road,Chinese
Male,25-34,Widowed,High,Snack,Tuesday,Auto Nagar,Street Food
Female,45-54,Single,High,Dinner,Wednesday,Patamata,Continental
Female,25-34,Divorced,High,Breakfast,Sunday,One Town,South Indian
Other,18-24,Single,Middle,Snack,Friday,Auto Nagar,Fast Food
Female,45-54,Widowed,Middle,Breakfast,Tuesday,Benz Circle,Fast Food
Male,35-44,Widowed,Middle,Dinner,Thursday,Gunadala,Biryani
Male,25-34,Divorced,Middle,Late Night,Friday,Patamata,Continental
Other,18-24,Widowed,High,Breakfast,Thursday,Governorpet,South Indian
Other,35-44,Widowed,High,Lunch,Tuesday,One Town,Biryani
Other,55-64,Widowed,Low,Dinner,Saturday,Bhavanipuram,Biryani
Female,25-34,Widowed,High,Lunch,Friday,Governorpet,Biryani
